name,slug,sport,level,state,city,venue,address,start_date,end_date,referee_pay,referee_contact,source_url,source_domain,summary,status,confidence,run_id,updated_at
Youth Summary (2024-25),youth-summary-2024-25-overviewas-a-benefit-of-membership-us,soccer,national,US,OVERVIEWAs a benefit of membership,,,,,,,https://usclubsoccer.org/resources/insurance/youth-summary-2024-25/,usclubsoccer.org,"As a benefit of membership, soccer players, coaches, officials and other registered members receive excess participant accident medical and liability insurance coverage for their Covered Activities of US Club Soccer via the Insurance Office of America, Inc. (IOA).",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Youth Summary (2023-24),youth-summary-2023-24-but-not-limited-to-co,soccer,national,CO,but not limited to,,,,,,,https://usclubsoccer.org/resources/insurance/insurance-youth-summary-2023-24/,usclubsoccer.org,"As a benefit of membership, soccer players, coaches, officials and other registered members receive excess participant accident medical and liability insurance coverage for their Covered Activities of US Club Soccer via the Insurance Office of America, Inc. (IOA).",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Certificates of Insurance (COIs),certificates-of-insurance-cois-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/resources/members-area/insurance/coi/,usclubsoccer.org,To request a certificate of liability insurance (COI) for a US Club Soccer member organization or a field/facility owner a member organization is using for US Club Soccer-sanctioned programming,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Accident Claims,accident-claims-after-you-submit-this-form-us,soccer,national,US,After you submit this form,,,,,,,https://usclubsoccer.org/claims/,usclubsoccer.org,US Club Soccer provides accident medical-dental insurance coverage to its registered members participating in US Club Soccer-sanctioned and -authorized activities.,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Join US Club Soccer,join-us-club-soccer-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/join/,usclubsoccer.org,This page provides information about the categories of US Club Soccer membership as well as instructions on how to join.,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Category: Member Updates,category-member-updates-us-club-soccer-us,soccer,national,US,US Club Soccer,,,,,,,https://usclubsoccer.org/category/member-updates/,usclubsoccer.org,"Jul 16, 2025",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Staff Registration,staff-registration-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/staffregistration/,usclubsoccer.org,US Club Soccer staff registration is required of any non-player Direct Adult Participant (DAP) who has Regular Contact with or authority over Minor Athletes in activities within US Club Soccer’s jurisdiction.,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Player Registration,player-registration-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/playerregistration/,usclubsoccer.org,"Registration is required of all players participating in US Club Soccer-operated or -sanctioned programming. Players who are not currently registered with US Club Soccer are not allowed to participate in US Club Soccer programming, nor are they covered by US Club Soccer insurance.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Age Groups,age-groups-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/registration-player-age-groups/,usclubsoccer.org,YOUTH PLAYER AGE DIVISIONS/BIRTH YEAR AND SEASON MATRIX,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Club/Registrar Onboarding,club-registrar-onboarding-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/club-registrar-onboarding/,usclubsoccer.org,"US Club Soccer’s member administration team hosts onboarding webinars for new clubs joining US Club Soccer, and new registrars within existing US Club Soccer member clubs.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Access GotSport & Help Articles,access-gotsport-help-articles-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/resources/registration/access-gotsport-help-articles/,usclubsoccer.org,"Access GotSport, US Club Soccer's registration platform, via this page, along with help articles and resources.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Forms & Documents,forms-documents-player-information-me,soccer,national,ME,PLAYER INFORMATION,,,,,,,https://usclubsoccer.org/forms-documents/,usclubsoccer.org,"PLAYER INFORMATION, MEDICAL TREATMENT AUTHORIZATION, LIABILITY WAIVER/RELEASE AND CONSENT FORM",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Fees,fees-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/fees/,usclubsoccer.org,Fees for the 2023-24 and 2024-25 season,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Safeguarding & Compliance Reporting,safeguarding-compliance-reporting-please-note-that-pursuant-to-federal-law-us,soccer,national,US,Please note that pursuant to federal law,,,,,,,https://usclubsoccer.org/report/,usclubsoccer.org,"US Club Soccer is committed to providing a safe environment and preventing abusive conduct in any form, and the timely reporting of concerns is a key component to supporting this effort.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
"AED Superstore to offer Special Pricing to US Club Soccer Members, improving access to life-saving safety equipment - US Club Soccer Website",aed-superstore-to-offer-special-pricing-to-us-club-soccer-members-improving-access-to-life-saving-safety-equipment-us-club-soccer-website-safety-registration-system-aed-superstore-to-offer-special-pricing-to-us-club-soccer-members-im,soccer,national,IM,Safety Registration System AED SUPERSTORE TO OFFER SPECIAL PRICING TO US CLUB SOCCER MEMBERS,,,,,,,https://usclubsoccer.org/aed-superstore-to-offer-special-pricing-to-us-club-soccer-members-improving-access-to-life-saving-safety-equipment/,usclubsoccer.org,"AED SUPERSTORE TO OFFER SPECIAL PRICING TO US CLUB SOCCER MEMBERS, IMPROVING ACCESS TO LIFE-SAVING SAFETY EQUIPMENT aedsuperstore.com/usclubsoccer US Club Soccer is proud to welcome the AED Superstore as its preferred vendor for Automated External Defibrillators (AED), immediately giving US Read More »",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Background Screening,background-screening-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/safeguarding-compliance/backgroundscreening/,usclubsoccer.org,"Pursuant to US Club Soccer Policy 13.08, background screening (and disqualification-suspension review) is required of all Adult Participants",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
For Parents and Players,for-parents-and-players-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/healthandsafety/forparentsandplayers/,usclubsoccer.org,"The U.S. Center for SafeSport’s FREE Online Parent Toolkits give you the necessary SafeSport information for your young athlete. Separated by age group or combined for all ages, these Toolkits help parents understand SafeSport best practices and how to respond to signs of abuse.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Goal Safety,goal-safety-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/goalsafety/,usclubsoccer.org,"GOAL SAFETY US Club Soccer expects its members to ensure safe training and competition environments. This includes the installation, use and storage of all movable soccer goals. US Club Soccer recognizes the U.S. Consumer Product Safety Commission’s Guidelines for Movable Soccer Read More »",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Head Injuries,head-injuries-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/headinjuries/,usclubsoccer.org,"U.S. Soccer announced the U.S. Soccer Concussion Initiative, which provides guidelines that were implemented beginning in January 2016. US Club Soccer clarified the following implementation guidelines as it relates to concussion initiatives and heading for youth players",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Legislation,legislation-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/legislation/,usclubsoccer.org,Disclaimer: This page is a resource to US Club Soccer members. The information contained on this page is not intended as legal advice. US Club Soccer recommends each member consult with its own legal counsel should it have any questions Read More »,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Policy Statement and Definitions,policy-statement-and-definitions-when-assisting-a-minor-athlete-pc,soccer,national,PC,When assisting a Minor Athlete,,,,,,,https://usclubsoccer.org/safeguarding-compliance/policy-statement-and-definitions/,usclubsoccer.org,US Club Soccer has zero tolerance for abuse or misconduct. US Club Soccer is committed to providing a safe environment and preventing abusive conduct in any form.,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Prevention Policies: 1-on-1,prevention-policies-1-on-1-one-interaction-between-minor-athletes-and-adult-participants-may-be-conducive-to-improving-physical-skills-us,soccer,national,US,one interaction between Minor Athletes and Adult Participants may be conducive to improving physical skills,,,,,,,https://usclubsoccer.org/safeguarding-compliance/prevention-policies/,usclubsoccer.org,This page contains US Club Soccer’s Prevention Policies as they appear in Policy 13.06. It is part of US Club Soccer’s Participant Safety/Risk Management Policies.,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Prohibited Conduct,prohibited-conduct-accordingly-us,soccer,national,US,Accordingly,,,,,,,https://usclubsoccer.org/safeguarding-compliance/prohibitedconduct/,usclubsoccer.org,"This page contains US Club Soccer’s Prohibited Conduct Policy as it appears in Appendix A of US Club Soccer’s Policy Manual. It was updated December 15, 2021 to be effective January 1, 2022, and is part of US Club Soccer’s Participant Safety/Risk Management Policies.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
SafeSport,safesport-accordingly-us,soccer,national,US,Accordingly,,,,,,,https://usclubsoccer.org/safeguarding-compliance/safesport/,usclubsoccer.org,This page aggregates information and resources from other pages regarding the Protecting Young Victims from Sexual Abuse and Safe Sport Authorization Act of 2017 (the “SafeSport Act”),unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
U.S. Soccer Resources,u-s-soccer-resources-soccer-federation-bylaws-po,soccer,national,PO,SOCCER FEDERATION BYLAWS,,,,,,,https://usclubsoccer.org/ussoccer-resources/,usclubsoccer.org,The U.S. Soccer Federation Bylaws and Policies are available on this web page. A few bylaws and policies that may be of specific interest to US Club Soccer members,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
App,app-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/app/,usclubsoccer.org,"US Club Soccer is proud to debut its new mobile app, providing members with another access point to its registration platform, delivering exclusive educational content and further connecting the 17 member leagues of the NPL.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
News,news-mount-pleasant-sc,soccer,national,SC,Mount Pleasant,,,,,,,https://usclubsoccer.org/news/,usclubsoccer.org,Check out what's been going on between US Club Soccer and the NPL!,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
US Club Soccer Tournament,us-club-soccer-tournament-y-qk,soccer,national,QK,y,,,,,,,https://usclubsoccer.org/wp-content/uploads/2022/11/US-Club-Soccer-Privacy-Policy-2022-10-18.pdf,usclubsoccer.org,,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
US Club Soccer Tournament,us-club-soccer-tournament-r-wb,soccer,national,WB,r,,,,,,,https://usclubsoccer.org/wp-content/uploads/2022/11/USClubSoccerWebsiteTermsofUse2022_10_18.pdf,usclubsoccer.org,,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
"Events from June 14, 2023 – January 12, 2024",events-from-june-14-2023-january-12-2024,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
"Events from June 14, 2023 – January 12, 2024",events-from-june-14-2023-january-12-2024-2,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/list/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Events for December 2025,events-for-december-2025,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/month/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
"Events for December 17, 2025",events-for-december-17-2025,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/today/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
"Past Events from January 12, 2024 – June 14, 2023",past-events-from-january-12-2024-june-14-2023,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/list/?eventDisplay=past,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
2026 US Youth Soccer Workshop,2026-us-youth-soccer-workshop,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/2026-us-youth-soccer-workshop/,www.usyouthsoccer.org,"Information about the 2026 US Youth Soccer Workshop at the United Soccer Coaches Convention in Philadelphia, PA.",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
ODP Interregionals (Boys),odp-interregionals-boys,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/odp-interregionals-boys/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
ODP Interregionals (Girls),odp-interregionals-girls,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/odp-interregionals-girls/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
National League Winter Event,national-league-winter-event,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/national-league-winter-event/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
NL Cup (Southeast Playoffs),nl-cup-southeast-playoffs,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/nl-cup-southeast-playoffs/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
NL Cup (Southwest Playoffs),nl-cup-southwest-playoffs,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/nl-cup-southwest-playoffs/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
NL Cup (Northeast Playoffs),nl-cup-northeast-playoffs,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/nl-cup-northeast-playoffs/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
NL Cup (Northwest Playoffs),nl-cup-northwest-playoffs,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/nl-cup-northwest-playoffs/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
NL Cup (Finals),nl-cup-finals,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/event/nl-cup-finals/,www.usyouthsoccer.org,US Youth Soccer,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Sign in,sign-in,soccer,national,,,,,,,,,https://www.google.com/calendar/render?cid=webcal%3A%2F%2Fwww.usyouthsoccer.org%2F%3Fpost_type%3Dtribe_events%26ical%3D1%26eventDisplay%3Dlist,www.google.com,Access Google Calendar with a Google account (for personal use) or Google Workspace account (for business use).,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Outlook,outlook,soccer,national,,,,,,,,,https://outlook.office.com/owa?path=/calendar/action/compose&rru=addsubscription&url=webcal%3A%2F%2Fwww.usyouthsoccer.org%2F%3Fpost_type%3Dtribe_events%26ical%3D1%26eventDisplay%3Dlist&name=US+Youth+Soccer+Events+Archive+-+US+Youth+Soccer,outlook.office.com,,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Outlook,outlook-2,soccer,national,,,,,,,,,https://outlook.live.com/owa?path=/calendar/action/compose&rru=addsubscription&url=webcal%3A%2F%2Fwww.usyouthsoccer.org%2F%3Fpost_type%3Dtribe_events%26ical%3D1%26eventDisplay%3Dlist&name=US+Youth+Soccer+Events+Archive+-+US+Youth+Soccer,outlook.live.com,,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Untitled Tournament,untitled-tournament,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/list/?ical=1,www.usyouthsoccer.org,,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Untitled Tournament,untitled-tournament-2,soccer,national,,,,,,,,,https://www.usyouthsoccer.org/events/list/?outlook-ical=1,www.usyouthsoccer.org,,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
